标题,发布时间,内容,浏览量,来源列表页,链接
我校7项课题获得山东省职业教育教学改革研究项目立项, 发布时间: 2019-04-16,"
近日，山东省教育厅发布了《
2019年山东省职业教育教学改革研究项目拟立项名单公示》，共评审立项了808项省级教学改革研究项目。我校立项数量再创新高，
7
个项目获批立项。其中
1项为山东省教育厅委托立项
，
6
项为自筹经费项目。
近年来，学校不断深化教育教学改革，加大对教学改革项目的支持力度，鼓励教师和教学管理人员，深入研究职业教育改革发展和人才培养过程中的新问题、新情况，形成了较好的教育教学研究氛围，下一步学校将采取措施，着力提高职业教育教学研究水平，使教学成果在理论和实践层面上都能取得新的突破
。
作者：教务处

朱宏雁

编辑：赵珣

编审：魏本江
",,6,https://www.suet.edu.cn/info/1026/2690.htm
我校召开2019届毕业生离校工作协调会, 发布时间: 2019-04-17,"
4月16日下午，为做好学校毕业生离校工作，确保毕业生顺利、文明离校，我校在卓越楼第二会议室召开2019届毕业生离校工作协调会。副校长张有志主持会议，副校长王守光、李梅松以及相关处室负责人，各二级学院(部)院长、副院长参加了会议。
会上，教务处副处长汇报了《山东凯文科技职业学院（本科）
2019届毕业生离校工作方案》以及前期工作情况；各部门、各单位对毕业生离校工作的相关问题提出意见和建议。
最后，副校长张有志对毕业生离校工作方案中的细节提出了宝贵的意见与建议，并提出各项工作要把握时间节点，保证高质量完成，做到安全、有序、文明离校。
此次会议对我校毕业生离校工作进行了全面安排部署，完善了工作方案，为我校
2019届毕业生离校工作的顺利进行奠定了基础。
作者：教务处
马帅帅
编辑：赵珣

编审：魏本江
",,6,https://www.suet.edu.cn/info/1026/2689.htm
学校召开第四届理事会第四次会议暨第二届咨询委员会第四次会议, 发布时间: 2019-04-18,"
4月18日上午9时，学校第四届理事会第四次会议暨第二届咨询委员会第四次会议在卓越楼五楼第一会议室胜利召开。出席会议的有吴立春、吴梦军、胡小林、刘步俊、武素婷、刘国栋6名理事；咨询委员会高级顾问、副主任谭晓防，委员韩金远、胡昇秀、魏金陵、王世忠、孙国伟、姜积中；三庆集团副总裁李宏以及学校领导张有志、林玉贵、王守光、李梅松、钮平章等列席会议。会议由学校理事长、三庆实业集团总裁吴立春先生主持。
本次会议重点审议了学校《
2018年工作总结和2019年工作要点》、《2018年财务收支决算和2019年财务收支预算草案》，就本科职业教育的发展方向、思路、规划以及如何搞好本科职业教育等几项重要问题进行了深入研究讨论，并达成共识。
经与会领导认真审议，大会一致通过了《
2018年工作总结和2019年工作要点》。会议认为学校工作总结如实反映了2018年取得的成绩，客观分析了发展中存在的问题。2019年的工作要点目标明确，符合学校实际，采取的措施切实可行。
理事会指出，历经八年艰难探索和不懈努力，学校终于圆了
“升本梦”，并在时间紧、任务重的情况下，圆满完成了省厅专家组进校测评工作，为学校开展本科职业教育奠定了坚实的基础。学校领导班子要主动适应国家关于职业教育改革发展的新思路、新理念，汲取其它院校先进的经验做法，灵活运用前瞻性的本科职业教育理念，探索出一条适合学校的特色发展之路，全面开创建设特色鲜明的高水平职业技术大学新局面。
会议认真审议了《
2018年财务收支决算和2019年财务收支预算草案》。会议充分肯定了2018年财务工作，真正做到了开源节流、增收节支，收支预算切合实际，决算帐目准确无误。
希望学校在
2019年进一步加强财务管理，明确责任划分，严格执行理事会审议通过的年度收支预算，规范财务行为，加强财务监督，努力实现资金使用的有效性和经济效益的最大化，确保学校各项工作的正常运转和收支平衡。
会议还就本科职业教育的发展方向、思路、规划以及如何搞好本科职业教育等几项重要问题进行了讨论。咨询委员会委员们结合学校发展实际，畅所欲言，纷纷献计献策，提出了科学合理的战略性意见和建议。会议指出，学校领导班子要进一步增强凝聚力、战斗力，认真贯彻落实全国、全省教育大会精神及国家、省市一系列职业教育改革文件精神，尽快了解、掌握、明确本科职业教育的要求和内涵，形成一套适合学校职业教育特色和发展的、系统可操作的教育理念；在下一步的工作中，学校要制定好未来发展规划，明确办学定位，突出优势和特色；优化学科专业结构，培植特色专业；加大高层次人才引进力度，优化师资队伍结构；深化校企合作，产教融合；加强校园建设，完善硬件条件，不断提升综合实力。与会领导们坚信在学校理事会的正确领导下，学校发展一定会乘势而上、顺势而为，为创建高水平职业技术大学奋勇拼搏。会议在热烈的气氛中圆满结束。
会后，所有与会领导合影留念。
作者：
党政办公室

王允芹

编辑：赵珣

编审：魏本江
",,6,https://www.suet.edu.cn/info/1026/2688.htm
中国摄影著作权协会首席代表王亮朝教授应邀来我校作专题讲座, 发布时间: 2019-04-19,"
4月18日下午，中国摄影著作权协会首席代表王亮朝教授应邀来我校在卓越楼110室
作
专题讲座。
讲座以
“
让相机插上梦想的翅膀
”为主题。
我校团委负责人
、
合作开发处负责人及数十名山东省摄影家协会会员、部分
无课教师
与
100余名学生代表参加了此次讲座。
王亮朝
教授
首先从航空摄影的概念讲起，结合自己多年航拍经验，就如何制作一个好的摄影作品
、
摄影构图技巧
、
摄影在日常生活中的应用等进行了
精彩
的讲解。
王亮朝教授
是
中国摄影著作权协会首席代表，中国文艺志愿者协会会员，中国摄影家协会会员，山东省摄影家协会原副主席，山东省摄影家协会顾问，山东省广告摄影协会副主席，是当代著名摄影家
，
在民航航拍和无人机航拍方面积累了丰富的经验，创作了
许
多令人印象深刻的航拍作品
。
我校一直重视
青年学生思想引领工作，重视内涵发展
。
通过
发展高雅特色校园文化，建设学生大众文化，丰富学生课余生活，提高学生艺术修养，陶冶高尚情操
。以
努力营造清新、自然、健康的校园文化氛围为宗旨，为校园文化增添了艺术活力
。
作者：合作开发处

郭晓明  团委  皮娜

编辑：赵珣

编辑：魏本江  汪少龙
",,6,https://www.suet.edu.cn/info/1026/2686.htm
省委教育工委高校干部处袁广全副处长一行来我校调研党建工作, 发布时间: 2019-04-19,"
4月18日下午，省委教育工委高校干部处袁广全副处长、王伟东副处长来我校考察了解民办高校党委书记自选派以来的工作情况。本次考察通过听取汇报、座谈交流、实地考察等方式进行。
在卓越楼第一会议室召开了座谈会，我校党委书记胡小林、党委副书记、校长吴梦军，副校长林玉贵、李梅松，以及办公室、组织部、宣传部、统战部、学生处、保卫处负责人，各二级学院党总支书记，师生代表等参加了会议。首先胡小林书记从学校的党组织建设基本情况、重大事项决策监督机制、学校思想政治和德育工作，以及人事管理和服务等四个方面进行了专题汇报。随后，与会人员就我校基层党建工作的开展情况进行了深入的交流与探讨，考察组的领导对我校党建工作提出了指导意见。
最后，考察组的领导在校领导的陪同下参观了机械工程训练中心、鼎利学院等实验实训场所。参观结束后，袁副处长对我校先进的实验实训设备和深度产教融合、校企协同育人的教学理念给予了高度赞赏，并对我校积极构建
“大党建”工作格局给予了充分肯定。
我校将认真梳理考察组的意见与建议，坚持围绕中心抓党建，抓好党建促发展的思路，积极采取有力措施，充分发挥党委的政治核心和监督保证作用，继续推进党建工作落实，提升党建工作水平。
作者：党政办公室

王允芹

编辑：赵珣

编审：魏本江
",,6,https://www.suet.edu.cn/info/1026/2687.htm
我校代表队参加2019驻章高校体育文化节乒乓球比赛, 发布时间: 2019-04-21,"
4月19日上午，章丘区第八届全民健身运动会暨2
01
9驻章高校体育文化节乒乓球比赛在齐鲁师范学院体育馆举行，我校教职工参赛队在李梅松副校长的带领下参加此次比赛。
据悉，本次赛事由章丘区人民政府主办，章丘大学园区管理服务中心和章丘区教育和体育局承办，章丘区体育总会等多家单位协办，是
2019驻章高校体育文化节的一部分，为增进大学校园区校际体育文化交流，赛事分男子学生单打比赛、女子学生单打比赛、男教职工比赛和女教职工比赛。
我校十分重视此次乒乓球比赛活动，基础教学部王连增主任专门组织安排，明确分工，体育教研室主任许治积极筹备、精心准备，参赛队员们刻苦训练、努力备战，期待我校参赛队员在本次赛事中取得优异成绩。
作者：基础教学部

姬广博
编辑：赵珣   编审：魏本江
",,6,https://www.suet.edu.cn/info/1026/2685.htm
建筑工程学院一项教改项目获省教育厅评审立项, 发布时间: 2019-04-22,"
根据《山东省教育厅

山东省财政厅关于实施山东省职业教育质量提升计划的意见》（鲁教职字〔
2017〕6 号）、《山东省教育厅 山东省财政厅关于开展山东省职业教育教学改革研究项目立项工作的通知》（鲁教职字〔2015〕11 号）和《山东省教育厅关于做好 2019 年度山东省职业教育教学 改革研究项目申报工作的通知》（鲁教职函〔2018〕20 号）精神，建筑工程学院申报的“职业本科院校土木工程专业人才培养模式的探讨
”
通过了专家评审，获得省级教学改革研究项目立项。
该项目的主要研究内容是
:
职业本科土木工程专业人才培养模式。
其
研究成果
既能
为土木工程职业本科专业的建设
提供范式
；也
为
尽早形成专科、本科乃至研究生由低到高的土木工程专业高等职业教育体系
奠定基础
；该项目的立项是
建筑工程学院紧抓国家职业教育改革和我校成功升格为本科层次职业院校的契机所取得
的重要教改成果，
建筑工程学院
将以该项目
立项
为契机开展本科土木工程专业的相关教学研究和实施。
作者：建筑工程学院

韩蕾

编辑：赵珣

编审：魏本江
",,6,https://www.suet.edu.cn/info/1026/2683.htm
青春献热血，志愿新时代 ——我校举办纪念五四爱国运动100周年暨无偿献血志愿活动, 发布时间: 2019-04-23,"
今年是五四运动
100周年,
中国海军建军
70周年，
根据《共青团中央关于组织开展
“青春心向党 建功新时代”主题宣传教育实践活动的通知》
精神
,结合“五四”青年节，我校于4月23日中午，在图书馆前校标广场开展
了
“青春心向党 建
功
新时代
”系列活动之“青春献热血 志愿新时代”纪念五四爱国运动100周年暨无偿献血志愿活动。
上午，济南市血液供保中心的五辆献血车驶入我校校园内，我校献血志愿者们早已排起了长队。
11点献血活动开始，信息登记、血液类型检验、静脉采血、观察休息、领献血证，整个献血过程井然有序。有很多同学反映已不是第一次献血，所以一点都不紧张；更有同学表示，作为新时代的青年人，我们有责任、有义务为社会做出自己的贡献。全校师生献血热情高涨，
截止到下午4时30分，有 697人参加了献血,献血量达 157150ml，献血活动将继续三天。
一直以来
，我
校
高度重视无偿献血工作，每年学
校
都将无偿献血工作作为专项工作，纳入年度工作计划，统一部署组织。
校
团委负责学
校
无偿献血
活动
的组织
工作
，全面负责无偿献血、爱心募捐、爱滋病防治等各项工作。
校
党委行政对无偿献血
活动
给予了高度的重视和支持，学
校
充分认识到无偿献血工作在加强大学生思想道德教育、心理健康教育和职业道德教育等方面的积极作用，在人、财、物等方面予以大力支持和保证，有力地推进了此项工作的全面健康发展。无偿献血工作被纳入了学
校
精神文明建设的内容，成为学
校
精神文明建设工作中的一个亮点。近年来，
全校累计
近
8000
人次成功进行了无偿献血，为省、市血站无偿献血近
200多万ML。
我
校
先后荣获“山东省无偿献血先进单位、济南市无偿献血先进单位
”称号。
此次献血活动是我校
“青春心向党

建功新时代
”系列活动之一，结合五四爱国运动
100周年之际，
通过具体社会实践活动发扬五四精神，引导广大团员青年在五四精神激励下，把树立远大理想和脚踏实地学习工作统一起来，
自觉用习近平新时代中国特色社会主义思想武装头脑，树立正确的世界观、人生观、价值观，充分展示我校大学生紧跟时代砥砺前行，担当责任奋发有为的精神风貌。
作者：团委

皮娜

编辑：赵珣

编审：魏本江
",,7,https://www.suet.edu.cn/info/1026/2681.htm
我校召开安全稳定工作会议, 发布时间: 2019-04-23,"
4
月
23
日下午，我校召开全校安全稳定工作会议。学校副校长李梅松、学生处（团委）、教务处、总务基建处、资产与实验设备管理处、对外合作中心、图书馆、保卫处部门负责人及各二级学院（部）学管副院长、学管科长参加了会议。
会上，保卫处处长徐永帅传达了济南市学校安全稳定工作会议和章丘区安全生产工作紧急会议精神。保卫处科长赵争宣读了《山东凯文科技职业学院（本科）
“
安全工作落实年
”
活动实施方案》和《山东凯文科技职业学院（本科）宿舍消防安全专项整治行动实施方案》。
副校长李梅松在讲话中强调，做好校园安全稳定工作，一是要提高政治站位，深刻认清形势，强化风险意识。今年重要时间节点多，维护安全稳定形势尤为严峻。全校上下要始终保持高度警惕，坚持底线思维，强化风险意识，切实把安全稳定工作摆在更加突出位置。二是要加强安全管理，构筑防控体系，提高管控能力，努力构建系统的综合治理体系，深入做好安全防范教育管理工作。三是要完善工作机制，狠抓工作落实，严肃责任追究。坚持一级抓一级，层层抓落实，全面贯彻落实国家、
省、市各级安全稳定会议精神和工作要求，严格按照我校实施方案开展安全工作。
作者：保卫处  赵争   编辑：赵珣   编审：魏本江
",,7,https://www.suet.edu.cn/info/1026/2682.htm
我校组织开展“百年五四 青春凯文”主题团日活动, 发布时间: 2019-04-29,"
今年是五四运动
100周年,根据《共青团中央关于组织开展“青春心向党 建功新时代”主题宣传教育实践活动的通知》
精神
,结合五四青年节，我校于4月28日，组织各二级学院团总支在全校范围内开展“青春心向党 建工新时代”系列活动之“百年五四 青春凯文”主题团日活动。
本次主题团日活动主要包括团总支书记五四精神宣传教育讲话、团员代表发言及团旗下重温入团誓词三个环节，突出仪式教育的感召作用
, 让青少年在庄严的仪式中接受理想信念熏陶, 引导全校团员青年重温革命历史、 传承红色基因, 增强听党话、跟党走的思想和行动自觉。
作者：团委

皮娜

编辑：赵珣

编审：魏本江

",,7,https://www.suet.edu.cn/info/1026/2678.htm
我校成功举办2019年度职业技能鉴定考试 , 发布时间: 2019-04-29,"
4月27日，我
校
机械工程学院圆满完成了
2019年度职业技能鉴定考试工作。本次考试共有424名学生参加，涵盖机电一体化技术、数控技术、机械制造与自动化等专业。参与监考教师20人次，涉及工种电工证，证书级别为四级。
考试期间，山东省人力资源和社会保障厅职业技能鉴定中心督导周玉国到我
校
进行巡视指导
、
现场督查。周玉国对我
校
职业技能鉴定工作做出了充分肯定，对考场的组织管理、考场纪律和考生考试状态表示满意。

近年来，
学校
高度重视学生职业技能鉴定工作，教学过程中以培养中、高级技能型专门人才为目标，采用理实一体化教学，注重学生的实践能力、就业能力的培养，就业竞争力不断提高。
职业技能鉴定分为理论考试、实操理论、实操三部分，鉴定内容包括职业知识、操作技能和职业道德三个方面。为确保鉴定考试工作正常进行，我
校
鉴定所制定了详细的国家职业技能鉴定考务方案，抽调具有国家职业技能鉴定考评员资质的教师担任各工种考评工作。鉴定期间，各工作人员积极配合、各负其责，保证了整个考试过程井然有序。
作者：机械工程学院

姬胜

编辑：赵珣

编审：魏本江
",,7,https://www.suet.edu.cn/info/1026/2679.htm
青春心向党  建功新时代 —我校隆重举行纪念五四爱国运动100周年暨2018年度五四表彰大会, 发布时间: 2019-04-29,"
今年是
中国共产主义青年团成立
9
7
周年、五四
爱国
运动
100
周年，
为
表彰先进，
发扬五四精神，
充分发挥先锋模范作用，
4
月
29
日下午，我
校
在
诚基楼学术报告厅举行
“
青春心向党

建功新时代
”
纪念五四爱国运动
100周年暨
201
8
年度五四表彰大会。
学校党委书记胡小林、学校党委副书记校长吴梦军、副校长林玉贵、
副校长
李梅松
、
党委委员宣传部部长孟宪勇、党委委员学工部部长韩业文、团委书记王斌及
各二级学院党总支
书记
、团总支
书记
，以及
500余
名团员代表，
出席了此次大会，会议由
学校副校长
李梅松
主持。
大会在全体团员嘹亮的
国
歌声中拉开了序幕。
孟宪勇
宣读了
《共青团济南市委关于命名表彰
2017年度济南市青年文明号和继续认定济南市青年文明号的决定》，在这次表彰中，我校图书馆获得“济南市青年文明号”称号。至此，我院已有四个部门获此殊荣。
韩业文宣读
《
共青团山东凯文科技职业学院委员会关于
201
8
年度五四
系列表彰
的决定》
,
在这次团内表彰活动中，
14个
红旗团支部，
3个优秀社团，
68
名优秀共青团干部，
362
名优秀共青团员，
35
名优秀青年志愿者受到表彰
,
我
校
先进集体和个人分别作了典型发言。
团委书记王斌作了
我校
《
201
8
年度共青团工作报告》，报告回顾了
校
团委在过去一年工作中所取得的各项成绩。从抓好青年团员思想政治教育工作、提高青年学生的能力和水平、培养学生创新精神和实践能力、引导青年学生开展社会实践和志愿服务活动、开展高品位高层次校园文体艺术活动这五个方面对团委工作进行了总结。他在报告中表示在今后的工作中
校
团委将继续在
校
党委的正确领导下踏实工作，引领广大团员青年
更加紧密地团结在以习近平同志为核心的党中央周围，牢固树立
“四个意识”，坚定“四个自信”，坚决做到“两个维护”，不忘初心，牢记使命，不断
完善工作体系，不断开创学校共青团工作新局面。
全体团员重温入团誓词，督促团员们不要忘记当初的誓言，
坚定不忘初心跟党走的决心
。
党委书记
胡小林
作重要讲话。
他
首先代表学
校
党委和行政向受到表彰的先进团学组织和优秀团员表示热烈的祝贺！向关心和支持共青团工作的各位领导、老师表示衷心的感谢！向为学校发展和建设做出积极贡献的各级团干部和团员青年致以诚挚的问候！
对一年来我校共青团工作取得的成绩以及为学校申本工作所贡献的力量表示肯定，对接下来我校的
团建工作提出了几点希望，
他
希望
团员青年
要胸怀梦想、志存高远；做好社会主义核心价值观
的践行者
；脚踏实地、埋头苦干；学赶先进、奋发进取。最后，
他
号召我
校
广大团员青年继续弘扬五四精神、争做时代先锋，努力做到坚定理想信念、勤奋刻苦学习、立志成才立业、乐于奉献社会。
最后，
大会在高亢的共青团团歌声中拉下帷幕。五四表彰大会一直以来都是我校的校园文化品牌活动，
旨在切实加强团的基层组织建设，推动团的各项工作深入开展
；加强青年学生思想引领工作，
鼓舞和激励广大团员青年爱岗敬业、艰苦奋斗、开拓创新，继承和弘扬五四精神，
不忘初心跟党走，争做时代新青年！
作者:
团委  皮娜   编辑：赵珣   编审：魏本江
",,7,https://www.suet.edu.cn/info/1026/2680.htm
百年五四   青春凯文—我校组织广大团员青年收听收看纪念五四运动100周年大会直播, 发布时间: 2019-04-30,"
今年是五四运动
100周年，
根据《共青团中央关于组织开展
“青春心向党 建功新时代”主题宣传教育实践活动的通知》
及
《共青团中央关于组织广大团员青年和团干部集中收听收看纪念五四运动
100周年大会直播的通知》，结合五四青年节，我校于4月30日上午，组织各二级学院团总支开展“青春心向党 建
功
新时代
”系列活动之“百年五四 青春凯文”主题团日活动，
组织广大团员青年收听收看
全国
纪念五四运动
100周年大会直播，学习习近平总书记重要讲话精神。
上午
10点30分，纪念五四爱国运动100周年大会在北京
人民
大会堂正式开始。中共中央总书记、国家主席、中央军委主席习近平出席大会并发表重要讲话。
大会进行中，团员青年们认真倾听，仔细观看，大会结束后，分享交流学习感悟。大家纷纷表示，要加强学习，努力践行习近平总书记对新时代青年提出的六点希望：树立远大理想、热爱伟大祖国、担当时代重任、勇于
砥砺
奋斗、练就过硬本领、锤炼品德修为；各二级学院团总支书记一致表示，要勇于承担起青年工作，努力
把青年一代培
养
造就成
德智体
美劳
全面
发
展的
社会主义
建设
者和接班人
；
主动
走近青年、
倾听
青年，做青年朋友的知心人
；
真情
关
心青年、
关爱
青年，做青年工作的
热
心人
；
悉心教育青年、
引导
青年，做青年
群众
的引路人
。
接下来，我校将广泛开展集中学习、座谈研讨、宣讲报告、征文演讲等形式多样的学习教育活动，以掀起学习宣传贯彻大会精神的热潮！
作者：团委

皮娜

编辑：赵珣

编审：魏本江
",,7,https://www.suet.edu.cn/info/1026/2676.htm
我校举行2019年第一期团学干部培训班结业仪式, 发布时间: 2019-04-30,"
4月30日下午，我校2019年第一期团学干部培训班结业仪式在卓越楼310举行。
此次培训得到了济南市人力资源与社会保障局的支持，我校副校长李梅松
，
山东大学、山东双创中心智库专家姚岳林
、我校
团委书记王斌以及各二级学院团总支书记出席仪式。
仪式上，李梅松对本次的团干部培训表示肯定
，
并希望团学干部要认清形势，切实增强责任感和使命感；要加强学习，切实提高自身素质和能力；锤炼品格，切实履行好团干的责任和义务。
今年是五四爱国运动
100周年，
要以学习
五四精神
为强大动力，抓住机遇，努力学习，开拓创新，展现团员青年活力，为实现全面建成小康社会的宏伟目标奉献力量。
王斌
对本期团学干部培训班的学习情况做了总结，对今后的工作进行了详细规划。他要求学员
要加强
学习，
努力
实践，不断提升自己；要以身作则，争做共青团先锋；要领会精神，内化为学习和工作的动力。
团学干部代表孙志超同学发言，他表示，此次培训受益匪浅，要将学习到的新理论、新知识、新技巧运用到自己的团学工作中去，发挥团学干部的模范带头作用。
最后，姚岳林老师为本次培训结业的团干部们颁发结业证书。
本次培训为期
20余天，共6讲，50余名团学干部参加了培训
。培训
以
“培养优秀学生干部，锻造精英干部队伍”为宗旨，
以思政教育为核心，以课上互动学习与课外实践锻炼为教学方法，
大力弘扬革命精神和传统文化，践行社会主义核心价值观，构筑青年学生的精神支柱。
作者：团委

皮娜

编辑：赵珣

编审：汪少龙
",,7,https://www.suet.edu.cn/info/1026/2677.htm
我校教师参加第十三届全国高职院校英语教学高级论坛, 发布时间: 2019-05-05,"
4月26-4月29日，第十三届全国高职院校英语教学高级论坛在合肥召开，论坛由教育部职业院校外语类专业教学指导委员会（以下简称“外语教指委”）主办,安徽国际商务职业学院和外语教指委安徽省工作组承办，我校基础教学部副主任张桂华代表我校参加了此次论坛。
论坛以
“德技并修，提质升级”为主题，围绕高职英语教育如何体现立德树人指导思想、弘扬社会主义核心价值观、培养工匠精神和职业道德；如何提高教学质量，培养具有良好国际交流与合作能力的高技能人才等问题进行了深入探讨。会上，上海外国语大学梅德明教授
作
主旨发言
——
《面向人类命运共同体的英语课程育人价值与教学功能》，来自重庆、湖南、山东、四川的四所高职院校代表作了交流发言。
论坛举办期间，张桂华
老师
代表我校与来自全国各地
30多所高职院校的英语教师代表进行交流，就高职英语教学改革、教学理念更新、教学质量提升等外语教育问题进行了深入探讨和交流。
作者：基础教学部

董丽丽

编辑：赵珣

编审：汪少龙
",,7,https://www.suet.edu.cn/info/1026/2675.htm
认捐一棵树  寄托一份情——我校“景色情怀”建设工程启动, 发布时间: 2019-05-07,"
为加强学校人文生态环境建设，密切校友与母校的联系，充分发挥校友服务母校建设的作用，学校将建设
“景色情怀”工程，作为庆祝学校升格为本科院校系列活动的组成部分。“景色情怀”工程于2019年5月正式启动。
“景色情怀”工程旨在建成校友联系母校的平台，心系母校建设和发展的实物载体，将自然景观赋予人文内涵，增加校园人文底蕴。“景色情怀”工程根据学校校园总体建设规划，按照长期规划，分段实施的原则，第一批“景色情怀”工程拟以校园指定区域树木品种为主，主要面向往届毕业校友和 2019 届毕业生、校内教职工、相关企业进行认捐，所有认捐人员可以个人或家庭名义，院系、班级、党支部、团总支，团支部，社团、寝室名义，也可以校友企业、工会分会集体名义进行认捐。认捐价格根据校园内树种的大小、估价，拟定为 300 元/株、600 元/株、800元/株、1000 元/株及以上等档次，不设上限。如捐赠人选择认种树木，需由捐赠人负责树木购置、运输、栽种等工作，我校将指定相关区域进行栽种。2019 年开始，每年针对认捐范围人员，陆续将校园内的名贵树种根据估价进行认捐。“景色情怀”工程时效周期为十年，学校派专人养护。金额视树木品种、规格大小、养护难易确定。学校将向捐赠人颁发捐赠证书，订制含有捐赠树名、捐赠人班级、姓名、母校寄语等信息的标识牌悬挂于认捐树木。
作者：赵珣
编辑：赵珣   编审：汪少龙




",,7,https://www.suet.edu.cn/info/1026/2673.htm
我校团委荣获“2018年度济南市五四红旗团委”称号, 发布时间: 2019-05-08,"
近日，共青团济南市委下发《
关于
2018 年度“济南市五四红旗团委（团支部）”“济南市优秀共青团干部”“济南市优秀共青团员”“济南市志愿者行动优秀个人”“济南市志愿者行动优秀志愿服务组织（项目）”的通报
》，我校荣获
“2018年度济南市五四红旗团委”称号，至此，我校已连续8年获此殊荣。同时，我校鼎利学院团总支荣获“济南市五四红旗团总支”，工商管理学院团总支书记
滕
翔睿被评为
“济南市优秀共青团干部”，汽车工程学院孙志超同学被评为“济南市优秀共青团员”。
2018年，我校共青团组织在团济南市委和学校党委的领导和指导下，通过思想政治教育、校园文化熏陶、社会实践锻炼、志愿公益服务等多种途径，深化大学生思想引领和服务成长成才两大任务，在分类引导大学生、团干部素质提升、服务青年学生和提升部门凝聚力方面进行了积极的探索和创新，圆满完成学校年度工作各项任务和上级团组织所安排的各项工作。
作者：团委

皮娜

编辑：赵珣

编审：汪少龙

",,8,https://www.suet.edu.cn/info/1026/2670.htm
我校建筑工程学院校企深度合作，共建BIM “订单”班, 发布时间: 2019-05-08,"
在新时代产教融合的背景下，我校建筑工程学院面向区域经济社会发展、面向终身教育服务，满足学习者的学习需求，自
2010年开始，与山东经纬工程测绘勘察院、江苏建工集团和三庆实业集团等7个企业开展了“订单”班，实施校企一体育人，为企业培养了高素质技术技能型人才。
在订单培养过程中，企业提前介入人才培养过程，并作为育人主体，提供企业实践资源和先进文化，完善了企业人力资源结构，降低了企业招聘人才的成本。
招生即招工，入校即入职，学生提前接受企业先进文化和实践锻炼，缩短了就业适应期，为提高学生的就业竞争力和增强可持续发展的能力奠定了坚实基础。今年该院将与
北大青鸟集团深度合作，开设
BIM方向的订单班，加大BIM建模、BIM管理、BIM应用能力的培养。
1.BIM技术促进了建筑业信息化的发展
作为信息技术与建筑业相融合的产物，
BIM给房地产业带来了新变革。房地产行业正在进入一个新的阶段，也面临新的挑战。其中，最主要的挑战是如何提高房屋建设质量和效率、保障作业安全并实现可持续发展。要想系统解决这些问题就需要“创新”，而BIM恰恰能够给房地产行业带来新思维、新方法、新技术。
据不完全统计，超过一半的房地产项目以及
80%以上的大型项目均采用了BIM技术。金地、金科、碧桂园、万科、融创等大中型房地产企业都成立了数字专业化部门，研究BIM发展路径和具体措施，也包括制定相应标准。
2. 定期召开专业群建设会议，共同优化人才培养方案
为加强对订单班的教学和管理，学院相继制定了一系列日常教学管理、资源开发、合作共享、发展规划、专业建设、课程改革、师资培养、实践教学、考核评价等各项管理制度。
2014年学院与
江苏建工集团
深度合作，共同申报了建筑类品牌专业群项目，一起编制了建筑类品牌专业群建设的实施方案等工作。
3.针对“订单”班，校企共同管理
第
3学年企业负责顶岗实习的落实工作，学校派相应的人员进行安全和生活的管理工作，共同做好学生的实训实习工作。实现了企业将培养人才时间从学生毕业被企业录用之后前置到学生毕业前的学习期间，真正做到人才培养校企无缝对接，可以为企业批量培养企业发展所需的留得下、用得上、有发展潜力的员工。借助企业优质教学资源，有效地提高人才培养质量，提升专业办学水平。
4.专任教师和兼职教师结对子，共建“双师”教学团队
专任教师传授给兼职教师教学方法和技巧，兼职教师传授给专任教师企业实践经验和操作技能，这样优势互补，共同提高，真正实现高水平
“双师型”教学团队。教师每人每年有2-3个月在校外实践基地实践，与企业建立了稳定的密切协作关系，他们负责企业的技术咨询、服务或参与技术开发等工作，近三年给企业提供各类技术服务30余次。
作者：
建筑工程学院

李传红

编辑：赵珣

编审：魏本江

",,8,https://www.suet.edu.cn/info/1026/2671.htm
我校选派团干参加全国职业院校团委书记示范培训班, 发布时间: 2019-05-08,"
5月6日，共青团中央在江西井冈山举办全国职业院校团委书记示范培训班，来自全国各省、自治区、直辖市的优秀职业院校团委书记及团中央委员会优秀职业院校工作专门委员会成员150余人参加此次培训。我校选派团干部代表—工商管理学院团总支书记腾翔睿参加。
本次培训将持续
5天，将采取集中授课、典型发言、互动探讨相结合的方式深入学习贯彻习近平总书记
“7·2”“1·21”重要讲话精神和团的十八大、十八届二中全会精神，帮助团干部坚定理想信念，增强贯彻落实改革、做好工作的自觉性。
本次培训同时也是我校
“青春心向党

建功新时代
”主题教育实践活动之一，通过选派青年团干部外出培训，加强团干部培养，创新培训模式，
让思想引领和自我教育相结合、外出学习和校内实践相结合、线上线下相结合，以
学习宣传贯彻习近平新时代中国特色社会主义思想作为首要政治任务
，大力弘扬革命精神和传统文化，践行社会主义核心价值观，构筑
我校
青年的精神支柱。
作者：团委

皮娜

编辑：赵珣

编审：汪少龙
",,8,https://www.suet.edu.cn/info/1026/2672.htm
